TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Drip Score,Core,Drip Grade,Number,Face Decoration,Hat,Glasses,Necklace,Earring,NUM_TRAITS,RARITY_SCORE,Rank
5101,Milady 5101,8943.12423780488,5253.359749272443,7533.469662921348,4091.136331938633,6804.917500362476,10264.300929469655,96273.87897435899,19980.211153682416,7735.231314379893,30027.841330774158,9689.0,30338.407239819,12457.469409422692,70523.69045830202,886.6086595133745,26546.10633484163,372488.2222222222,719836.9755090857,30
9308,Milady 9308,3950.6326599326603,6338.940572663425,4841.002166064983,4091.136331938633,6977.923877490336,9288.247773599842,96273.87897435899,17041.94480755265,5602.329573261713,20212.539190353145,9689.0,24812.85540576262,454.7490831577162,19438.192586456822,62787.31237458194,51125.83442265795,372488.2222222222,715414.7420220557,31
6571,Milady 6571,10383.521238938054,5253.359749272443,4841.002166064983,4025.172898799314,7554.08272976018,8958.487497614047,96273.87897435899,19980.211153682416,7594.420064724919,30027.841330774158,9689.0,994.1540579756193,19176.104596527068,39690.07695560254,53884.63375430539,23396.568295114655,372488.2222222222,714210.737685737,32
7254,Milady 7254,9253.453470031547,48585.42028985507,4841.002166064983,4091.136331938633,12475.682083997874,8905.790512333966,2166.328917609047,45744.16764132553,17777.84696969697,30027.841330774158,9689.0,24812.85540576262,11377.82206060606,34688.481892091644,53884.63375430539,23396.568295114655,372488.2222222222,714206.2533437304,33
2129,Milady 2129,9386.7032,118518.97979797982,60559.37548387098,4025.172898799314,9980.5456671983,14418.898924731184,2166.328917609047,347655.67407407414,4360.837723577236,30027.841330774158,9689.0,994.1540579756193,11154.727510398097,1121.3359455262214,48136.93948717949,23396.568295114655,9091.237966101697,704684.3212809102,34
5348,Milady 5348,23097.202755905513,48585.42028985507,8091.98551724138,77704.49668874172,18713.52312599681,9345.58263639984,2166.328917609047,289713.0617283951,5470.10675990676,30027.841330774158,9689.0,24393.71933471934,454.7490831577162,34688.481892091644,58230.168734491315,25681.814500683995,36047.24731182795,702100.7306077975,35
2016,Milady 2016,9253.453470031547,5253.359749272443,4906.797281756404,77704.49668874172,34308.12573099416,9831.067448680351,57235.99512195122,289713.0617283951,5470.10675990676,30027.841330774158,9689.0,30338.407239819,16254.031515151515,70523.69045830202,886.6086595133745,833.9510825626127,36047.24731182795,688277.2415776802,36
5538,Milady 5538,45833.51171875,5571.405033238366,4906.797281756404,4091.136331938633,9148.833528265108,8958.487497614047,89824.91100478469,289713.0617283951,12849.696372347707,30027.841330774158,9689.0,994.1540579756193,20078.50951871658,85333.66545454545,886.6086595133745,24649.955882352944,36047.24731182795,678604.8227127962,37
7942,Milady 7942,9253.453470031547,6338.940572663425,4878.743866943868,4025.172898799314,6977.923877490336,7885.335349462366,2166.328917609047,7212.773321038881,15413.305747126436,11032.796426892337,9689.0,24812.85540576262,16100.691595197257,92753.98418972331,53884.63375430539,25681.814500683995,372488.2222222222,670595.9761159522,38
5401,Milady 5401,9386.7032,6338.940572663425,4841.002166064983,4025.172898799314,7554.08272976018,7824.208718846379,64513.42405498282,13580.299768518518,4360.837723577236,20212.539190353145,9689.0,61191.02477183833,13333.385227272727,1121.3359455262214,43236.7719944726,26546.10633484163,372488.2222222222,670243.0575197397,39
4041,Milady 4041,4196.487482117311,5253.359749272443,18191.285271317833,4731.20120967742,6804.917500362476,9551.951969064823,89824.91100478469,8238.286115499386,5602.329573261713,20212.539190353145,9689.0,29115.084367245658,11154.727510398097,17204.368035190615,56854.652937613566,833.9510825626127,372488.2222222222,669947.2752209441,40
