TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring,RARITY_SCORE,Rank
3612,Milady 3612,52.617473323170735,37.29558346839546,44.323675762439805,457.1796357615894,54.432584269662925,52.397817836812145,379.56907216494847,75.60205338809035,176.67082533589254,5.849172306421377,2.6755468352590657,6.597455501134871,3034.4670329670334,515.6610644257703,4895.338993346621,1
5924,Milady 5924,25.158208819241985,37.29558346839546,28.86947203345531,27.836340725806455,110.10227272727272,43.772132836648964,12.745741980152319,44.68228155339806,176.67082533589254,130.7155029585799,60.85652892561984,545.7243083003953,3034.4670329670334,4.906607318958395,4283.802839950851,2
6097,Milady 6097,23.306591829844702,32.77973646723647,28.86947203345531,24.070475941422593,68.23239436619718,46.39390120967742,528.4909090909091,44.68228155339806,176.67082533589254,5.849172306421377,106.82263056092845,6.597455501134871,3034.4670329670334,137.65528414755735,4264.88816331111,3
5181,Milady 5181,319.60243055555554,93.82823649337412,28.482362042289843,23.682375643224702,99.88659793814432,52.707864096201554,12.745741980152319,75.60205338809035,176.67082533589254,145.98810467882632,2.6755468352590657,6.597455501134871,3034.4670329670334,4.906607318958395,4077.843234774137,4
2440,Milady 2440,61.09214601769912,30.908495634654134,363.3375,27.836340725806455,58.721212121212126,54.64803087274886,12.745741980152319,45.51075401730532,43.977783086478745,5.849172306421377,73.83328877005349,6.597455501134871,3034.4670329670334,4.906607318958395,3824.4315613196586,5
7489,Milady 7489,61.09214601769912,285.8555900621118,28.86947203345531,24.070475941422593,41.229787234042554,46.03425856464116,12.745741980152319,25.657282229965162,64.91220028208744,5.849172306421377,2.6755468352590657,6.597455501134871,3034.4670329670334,171.88702147525677,3811.9431834306833,6
1659,Milady 1659,23.306591829844702,30.908495634654134,28.704417879417882,23.682375643224702,58.721212121212126,45.331445456784046,12.745741980152319,25.657282229965162,43.977783086478745,360.0215123859192,2.6755468352590657,6.597455501134871,3034.4670329670334,4.906607318958395,3701.7035008700386,7
1228,Milady 1228,24.69031652360515,32.77973646723647,47.60974137931035,24.070475941422593,70.21014492753623,47.25532643107727,12.745741980152319,79.86594360086768,64.91220028208744,5.849172306421377,83.67772727272727,6.597455501134871,3034.4670329670334,149.0213167835942,3683.7523323642067,8
3147,Milady 3147,55.2273,93.82823649337412,28.482362042289843,27.836340725806455,70.21014492753623,56.73649065132525,12.745741980152319,79.86594360086768,118.92183462532302,5.849172306421377,73.29435965494359,6.597455501134871,3034.4670329670334,4.906607318958395,3668.9690227951664,9
5161,Milady 5161,24.69031652360515,37.29558346839546,28.704417879417882,24.070475941422593,41.05508474576271,43.772132836648964,12.745741980152319,32.96168307967771,43.977783086478745,5.849172306421377,73.83328877005349,6.597455501134871,3034.4670329670334,151.10068399452805,3561.1208530807326,10
4320,Milady 4320,24.69031652360515,32.77973646723647,47.60974137931035,23.682375643224702,42.310043668122276,53.3390960015453,12.745741980152319,25.657282229965162,43.977783086478745,5.849172306421377,2.6755468352590657,204.0920177383592,3034.4670329670334,4.906607318958395,3558.782494145672,11
1636,Milady 1636,52.617473323170735,32.77973646723647,28.482362042289843,27.836340725806455,99.88659793814432,51.63842917251051,12.745741980152319,75.60205338809035,64.91220028208744,5.849172306421377,2.6755468352590657,6.597455501134871,3034.4670329670334,4.906607318958395,3500.9967502482955,12
217,Milady 217,23.243813131313132,32.77973646723647,28.86947203345531,23.682375643224702,64.16556291390728,46.03425856464116,12.745741980152319,32.183741258741264,64.91220028208744,5.849172306421377,96.55122377622376,6.597455501134871,3034.4670329670334,4.906607318958395,3476.988394144531,13
1083,Milady 1083,55.2273,30.908495634654134,44.323675762439805,27.836340725806455,40.03719008264463,54.98536439665472,12.745741980152319,45.51075401730532,43.977783086478745,5.849172306421377,65.62959001782531,6.597455501134871,3034.4670329670334,4.906607318958395,3473.0025037975092,14
8414,Milady 8414,61.09214601769912,32.77973646723647,47.60974137931035,23.682375643224702,70.21014492753623,54.64803087274886,379.56907216494847,119.1527508090615,176.67082533589254,5.849172306421377,89.6547077922078,1255.1659090909093,326.7887573964497,4.906607318958395,2647.7799775226044,15
2662,Milady 2662,319.60243055555554,30.908495634654134,28.86947203345531,472.8364726027398,53.53038674033149,57.8417469627147,12.745741980152319,32.183741258741264,64.91220028208744,5.849172306421377,2.6755468352590657,1255.1659090909093,5.2164217167900855,153.96515193755226,2496.302889937364,16
4876,Milady 4876,54.443316246056796,37.29558346839546,28.86947203345531,24.070475941422593,43.64414414414414,56.199552253994106,336.7518292682927,45.51075401730532,176.67082533589254,140.6706571574121,127.1054085155351,1255.1659090909093,5.2164217167900855,137.65528414755735,2469.2696333371628,17
2972,Milady 2972,132.2492816091954,37.29558346839546,107.02965116279071,23.682375643224702,43.64414414414414,54.98536439665472,12.745741980152319,45.51075401730532,176.67082533589254,321.83741258741264,69.25053291536051,1255.1659090909093,5.2164217167900855,167.45694360218315,2452.740941670411,18
5331,Milady 5331,23.243813131313132,37.29558346839546,28.86947203345531,24.070475941422593,41.40598290598291,56.73649065132525,528.4909090909091,25.657282229965162,176.67082533589254,5.849172306421377,67.8468058968059,1255.1659090909093,5.2164217167900855,154.6983193277311,2431.217463127319,19
1543,Milady 1543,23.243813131313132,32.77973646723647,109.14486166007904,24.070475941422593,40.03719008264463,53.17987481945112,379.56907216494847,90.68522167487686,176.67082533589254,5.849172306421377,88.08181818181818,1255.1659090909093,5.2164217167900855,145.02967436974794,2428.724066943552,20
424,Milady 424,23.243813131313132,30.908495634654134,109.14486166007904,151.390625,64.16556291390728,54.64803087274886,12.745741980152319,127.39861591695504,176.67082533589254,5.849172306421377,118.13326203208557,1255.1659090909093,277.6636500754148,4.906607318958395,2412.0351732694917,21
9033,Milady 9033,54.443316246056796,30.908495634654134,44.323675762439805,27.836340725806455,68.23239436619718,52.397817836812145,12.745741980152319,104.59715909090909,176.67082533589254,5.849172306421377,88.86130329847144,1255.1659090909093,281.3413143148242,154.6983193277311,2358.0717853172778,22
